EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,,
E03170,AUTUMN THAO,Account Representative,Sales,Manufacturing,Female,Asian,63,26-09-2017,"$72,340 ",0% ,United States,Phoenix,03-04-2019,,
E03181,GREYSON DANG,Development Engineer,Engineering,Manufacturing,Male,Asian,60,11-05-2009,"$62,239 ",0% ,China,Beijing,,,
E03189,ASHER JACKSON,Sr. Manger,Sales,Speciality Products,Male,Caucasian,50,25-03-2003,"$1,23,405 ",13% ,United States,Columbus,,,
E03220,ALEXANDER GONZALES,Manager,Accounting,Research & Development,Male,Latino,34,04-06-2018,"$1,28,329 ",8% ,United States,Phoenix,,,
E03223,ETHAN JOSEPH,IT Coordinator,IT,Research & Development,Male,Caucasian,45,28-05-2018,"$49,219 ",0% ,United States,Columbus,,,
E03226,ANGEL STEWART,Vice President,Finance,Corporate,Male,Caucasian,28,22-06-2019,"$2,50,767 ",38% ,United States,Seattle,,,
E03227,ELI RICHARDSON,IT Coordinator,IT,Speciality Products,Male,Caucasian,38,19-04-2015,"$48,762 ",0% ,United States,Seattle,,,
E03240,AIDEN SILVA,Vice President,IT,Research & Development,Male,Latino,42,29-11-2010,"$1,86,725 ",32% ,Brazil,Manaus,,,
E03247,CAROLINE JENKINS,Analyst,Finance,Research & Development,Female,Caucasian,27,06-05-2018,"$49,011 ",0% ,United States,Chicago,,,
E03248,LYLA STEWART,Sr. Manger,IT,Speciality Products,Female,Caucasian,43,27-03-2015,"$1,20,321 ",12% ,United States,Austin,,,
E03251,RUBY MEDINA,Director,Sales,Manufacturing,Female,Latino,50,18-12-2018,"$1,55,351 ",20% ,United States,Seattle,,,
E03252,JAMES BUI,Manager,Finance,Manufacturing,Male,Asian,64,20-07-1998,"$1,22,753 ",9% ,China,Chongqing,,,
E03255,JOSE BROWN,System Administrator ,IT,Speciality Products,Male,Caucasian,43,07-04-2016,"$67,976 ",0% ,United States,Seattle,,,
E03262,LOGAN MITCHELL,Analyst II,Marketing,Manufacturing,Male,Caucasian,65,20-08-2005,"$59,833 ",0% ,United States,Columbus,,,
E03268,EMILIA RIVERA,Test Engineer,Engineering,Research & Development,Female,Latino,42,23-11-2017,"$96,023 ",0% ,United States,Miami,,,
E03269,CHARLOTTE CHU,Network Engineer,IT,Manufacturing,Female,Asian,50,23-01-2001,"$97,537 ",0% ,China,Chengdu,,,
E03273,DANIEL SHAH,Analyst II,Sales,Research & Development,Male,Asian,41,04-06-2010,"$72,425 ",0% ,China,Beijing,,,
E03277,CAROLINE HU,Sr. Manger,Marketing,Speciality Products,Female,Asian,31,18-08-2019,"$1,26,353 ",12% ,China,Shanghai,,,
E03278,NEVAEH JAMES,Solutions Architect,IT,Speciality Products,Female,Caucasian,45,03-11-2017,"$66,660 ",0% ,United States,Austin,,,
E03289,CHRISTOPHER LAM,Vice President,Accounting,Manufacturing,Male,Asian,64,29-03-2013,"$2,52,325 ",40% ,United States,Columbus,,,
E03292,CORA EVANS,Computer Systems Manager,IT,Speciality Products,Female,Black,45,26-03-2018,"$86,478 ",6% ,United States,Austin,,,
E03296,ELOISE TRINH,Solutions Architect,IT,Speciality Products,Female,Asian,39,22-04-2020,"$90,535 ",0% ,United States,Miami,,,
E03300,MARIA CHIN,Analyst,Marketing,Manufacturing,Female,Asian,65,26-09-2013,"$50,341 ",0% ,China,Beijing,,,
E03305,HANNAH KING,Manager,Accounting,Speciality Products,Female,Caucasian,31,07-10-2014,"$1,14,911 ",7% ,United States,Chicago,,,
E03310,DYLAN CAMPBELL,Director,Engineering,Speciality Products,Male,Caucasian,45,29-11-2010,"$1,53,767 ",27% ,United States,Phoenix,,,
E03325,ROBERT EDWARDS,HRIS Analyst,Human Resources,Corporate,Male,Caucasian,62,11-10-2004,"$50,825 ",0% ,United States,Seattle,,,
E03327,JULIA LUONG,Sr. Manger,Accounting,Research & Development,Female,Asian,55,20-06-2006,"$1,42,628 ",12% ,China,Chongqing,,,
E03328,LUCY JOHNSON,Manager,IT,Research & Development,Female,Caucasian,57,27-04-2020,"$1,03,058 ",7% ,United States,Columbus,,,
E03332,RUBY SUN,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,50,06-09-2021,"$83,418 ",0% ,China,Shanghai,,,
E03343,CARSON LU,Engineering Manager,Engineering,Speciality Products,Male,Asian,64,04-12-1996,"$99,354 ",12% ,China,Beijing,,,
E03344,CAMILA ROGERS,Controls Engineer,Engineering,Speciality Products,Female,Caucasian,27,21-10-2021,"$1,09,851 ",0% ,United States,Seattle,,,
E03347,RYLEE DINH,Development Engineer,Engineering,Speciality Products,Female,Asian,35,10-02-2017,"$60,132 ",0% ,China,Chongqing,,,
E03349,ANNA MEHTA,Cloud Infrastructure Architect,IT,Speciality Products,Female,Asian,32,05-01-2020,"$78,844 ",0% ,United States,Seattle,,,
E03354,SILAS ESTRADA,IT Systems Architect,IT,Corporate,Male,Latino,49,24-06-2016,"$68,426 ",0% ,Brazil,Rio de Janerio,,,
E03359,AUTUMN ORTIZ,Field Engineer,Engineering,Research & Development,Female,Latino,30,17-12-2017,"$87,744 ",0% ,Brazil,Sao Paulo,,,
E03362,LILY HENDERSON,HRIS Analyst,Human Resources,Manufacturing,Female,Caucasian,61,20-05-2011,"$64,937 ",0% ,United States,Phoenix,,,
E03364,AUDREY LEE,Development Engineer,Engineering,Speciality Products,Female,Asian,51,11-02-2017,"$87,036 ",0% ,China,Chongqing,,,
E03370,IAN CORTEZ,Analyst II,Marketing,Research & Development,Male,Latino,61,30-04-2008,"$69,352 ",0% ,Brazil,Rio de Janerio,,,
E03371,JACK ALEXANDER,Vice President,IT,Manufacturing,Male,Caucasian,56,29-05-2006,"$2,28,822 ",36% ,United States,Miami,,,
E03379,LANDON KIM,Manager,Human Resources,Speciality Products,Male,Asian,50,15-03-2012,"$1,17,226 ",8% ,United States,Phoenix,,,
E03383,LINCOLN HALL,Director,Accounting,Speciality Products,Male,Caucasian,26,28-07-2020,"$1,80,664 ",27% ,United States,Chicago,,,
E03393,HENRY FIGUEROA,Sr. Manger,Finance,Manufacturing,Male,Latino,46,19-07-2010,"$1,34,881 ",15% ,Brazil,Manaus,,,
E03394,JOSEPH LY,Vice President,Marketing,Speciality Products,Male,Asian,40,28-02-2009,"$2,42,919 ",31% ,China,Chongqing,,,
E03402,ISAAC LIU,Field Engineer,Engineering,Manufacturing,Male,Asian,60,13-10-1992,"$88,213 ",0% ,China,Chongqing,,,
E03404,EVERLEIGH NUNEZ,Field Engineer,Engineering,Speciality Products,Female,Latino,42,05-02-2021,"$65,507 ",0% ,Brazil,Manaus,,,
E03412,JOSHUA MARTIN,Sr. Manger,Human Resources,Research & Development,Male,Black,42,20-10-2003,"$1,35,558 ",14% ,United States,Phoenix,,,
E03417,BENJAMIN MOUA,Computer Systems Manager,IT,Manufacturing,Male,Asian,40,02-07-2007,"$93,971 ",8% ,China,Chongqing,,,
E03419,JADE YI,Account Representative,Sales,Speciality Products,Female,Asian,47,10-07-2015,"$63,880 ",0% ,China,Chongqing,,,
E03423,SANTIAGO F GONZALEZ,Manager,Sales,Research & Development,Male,Latino,36,26-07-2012,"$1,05,891 ",7% ,United States,Seattle,,,
E03429,IAN WU,Sr. Analyst,Marketing,Manufacturing,Male,Asian,51,14-04-2012,"$82,300 ",0% ,China,Chengdu,,,
E03430,LEO HERRERA,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,48,22-04-1998,"$85,369 ",0% ,Brazil,Manaus,27-11-2004,,
E03438,ASHER MORALES,Automation Engineer,Engineering,Research & Development,Male,Latino,52,10-07-2020,"$88,272 ",0% ,Brazil,Sao Paulo,,,
E03440,GENESIS NAVARRO,Cloud Infrastructure Architect,IT,Corporate,Female,Latino,41,28-04-2009,"$69,803 ",0% ,Brazil,Manaus,,,
E03446,JULIAN ROSS,Manager,Marketing,Research & Development,Male,Caucasian,51,02-07-2020,"$1,00,099 ",8% ,United States,Miami,,,
E03455,HADLEY FORD,Systems Analyst,IT,Research & Development,Female,Caucasian,52,23-02-2005,"$45,286 ",0% ,United States,Chicago,,,
E03457,IVY DESAI,Controls Engineer,Engineering,Research & Development,Female,Asian,59,09-04-2001,"$1,19,699 ",0% ,China,Shanghai,,,
E03461,NATHAN LAU,Business Partner,Human Resources,Research & Development,Male,Asian,35,22-02-2011,"$43,336 ",0% ,United States,Austin,12-07-2020,,
E03465,HARPER PHAN,Analyst II,Finance,Manufacturing,Female,Asian,45,07-12-2016,"$71,454 ",0% ,China,Shanghai,,,
E03471,JULIA SANDOVAL,Manager,Human Resources,Corporate,Female,Latino,42,19-11-2017,"$1,01,143 ",6% ,United States,Miami,,,
E03474,VIOLET HALL,Solutions Architect,IT,Corporate,Female,Caucasian,40,10-12-2010,"$97,807 ",0% ,United States,Chicago,,,
E03484,LOGAN RIVERA,Director,IT,Research & Development,Male,Latino,59,24-05-2002,"$1,72,787 ",28% ,Brazil,Rio de Janerio,,,
E03490,HENRY CAMPOS,Sr. Manger,Human Resources,Corporate,Male,Latino,38,27-09-2009,"$1,27,801 ",15% ,United States,Phoenix,,,
E03496,ROBERT YANG,Sr. Analyst,,Speciality Products,Male,Asian,31,04-11-2017,"$97,078 ",0% ,United States,Austin,09-03-2020,,
E03506,JAXSON MAI,Vice President,Human Resources,Research & Development,Male,Asian,48,08-03-2014,"$1,97,367 ",39% ,United States,Austin,,,
E03519,ELIZA ZHENG,Computer Systems Manager,IT,Speciality Products,Female,Asian,48,20-04-2014,"$91,679 ",7% ,China,Chongqing,,,
E03520,NOLAN PENA,Analyst,Marketing,Manufacturing,Male,Latino,30,21-06-2018,"$56,154 ",0% ,Brazil,Sao Paulo,,,
E03521,JACKSON NAVARRO,Director,Sales,Corporate,Male,Latino,52,25-09-2020,"$1,63,143 ",28% ,Brazil,Sao Paulo,,,
E03528,LEO HSU,Sr. Manger,Human Resources,Manufacturing,Male,Asian,62,22-11-2017,"$1,38,808 ",15% ,China,Chongqing,,,
E03532,JAXSON SANTIAGO,Engineering Manager,Engineering,Research & Development,Male,Latino,56,20-09-2018,"$78,938 ",14% ,United States,Phoenix,,,
E03538,GABRIEL HOLMES,Enterprise Architect,IT,Research & Development,Male,Caucasian,40,04-11-2010,"$92,952 ",0% ,United States,Seattle,,,
E03540,EMMA PERRY,Solutions Architect,IT,Manufacturing,Female,Caucasian,28,22-01-2018,"$68,176 ",0% ,United States,Seattle,,,
E03545,SOFIA CHENG,Vice President,Accounting,Corporate,Female,Asian,63,26-07-2020,"$2,16,195 ",31% ,United States,Miami,,,
E03547,OWEN HAN,Analyst,Accounting,Corporate,Male,Asian,28,12-05-2017,"$52,069 ",0% ,China,Chongqing,,,
E03549,MATEO VU,Account Representative,Sales,Speciality Products,Male,Asian,30,29-09-2016,"$59,100 ",0% ,China,Chongqing,,,
E03550,STELLA WU,Sr. Manger,Marketing,Speciality Products,Female,Asian,35,20-02-2014,"$1,55,905 ",14% ,United States,Phoenix,,,
E03560,AYLA NG,Account Representative,Sales,Manufacturing,Female,Asian,46,20-03-2004,"$73,004 ",0% ,China,Beijing,,,
E03563,IAN BARNES,Operations Engineer,Engineering,Corporate,Male,Caucasian,47,08-06-2020,"$1,15,765 ",0% ,United States,Miami,02-02-2021,,
E03567,SILAS CHAVEZ,Technical Architect,IT,Research & Development,Male,Latino,51,15-04-2008,"$86,431 ",0% ,United States,Columbus,,,
E03571,LINCOLN HENDERSON,Business Partner,Human Resources,Speciality Products,Male,Caucasian,28,27-06-2021,"$48,510 ",0% ,United States,Chicago,,,
E03574,JOHN MOORE,Vice President,IT,Speciality Products,Male,Caucasian,52,08-11-2005,"$1,99,808 ",32% ,United States,Seattle,,,
E03578,MAVERICK LI,Analyst II,Sales,Research & Development,Male,Asian,34,10-03-2018,"$58,993 ",0% ,United States,Austin,,,
E03579,ROBERT ZHANG,Vice President,Marketing,Corporate,Male,Asian,45,24-09-2015,"$2,02,680 ",32% ,United States,Phoenix,17-08-2022,,
E03580,MAVERICK MEDINA,Analyst II,Sales,Manufacturing,Male,Latino,39,27-05-2007,"$51,234 ",0% ,United States,Seattle,,,
E03583,BROOKS MARQUEZ,Vice President,Sales,Corporate,Male,Latino,61,24-09-2019,"$2,01,464 ",37% ,United States,Chicago,,,
E03591,PIPER SUN,Director,Marketing,Manufacturing,Female,Asian,64,14-02-2011,"$1,71,217 ",19% ,United States,Seattle,,,
E03595,CHRISTOPHER HOWARD,Enterprise Architect,IT,Speciality Products,Male,Caucasian,61,26-08-2019,"$75,780 ",0% ,United States,Seattle,,,
E03611,ALICE MEHTA,Analyst II,Sales,Research & Development,Female,Asian,45,02-04-2019,"$52,621 ",0% ,China,Beijing,,,
E03612,GRAYSON COOPER,Sr. Manger,Finance,Speciality Products,Male,Black,64,29-06-2013,"$1,59,571 ",10% ,United States,Columbus,,,
E03615,DANIEL DIXON,Operations Engineer,Engineering,Speciality Products,Male,Caucasian,51,09-10-1999,"$95,639 ",0% ,United States,Austin,,,
E03616,JOSIAH LEWIS,Manager,IT,Research & Development,Male,Caucasian,46,11-08-2021,"$1,27,559 ",10% ,United States,Austin,,,
E03626,NICHOLAS AVILA,Enterprise Architect,IT,Research & Development,Male,Latino,28,28-09-2017,"$97,336 ",0% ,United States,Austin,,,
E03630,JACOB DAVIS,Director,Accounting,Research & Development,Male,Caucasian,36,03-09-2016,"$1,50,399 ",28% ,United States,Chicago,,,
E03637,LANDON THAO,HRIS Analyst,Human Resources,Speciality Products,Male,Asian,25,21-01-2021,"$67,299 ",0% ,United States,Phoenix,,,
E03642,ARIA ROBERTS,Manager,Accounting,Corporate,Female,Caucasian,38,12-08-2015,"$1,06,858 ",5% ,United States,Seattle,,,
E03648,VIVIAN HUNTER,Account Representative,Sales,Corporate,Female,Black,26,21-08-2019,"$66,084 ",0% ,United States,Seattle,,,
E03655,SAMANTHA ROGERS,Analyst,Marketing,Speciality Products,Female,Caucasian,28,17-01-2020,"$45,061 ",0% ,United States,Miami,,,
E03664,ARIA CASTRO,Engineering Manager,Engineering,Speciality Products,Female,Latino,45,14-03-2014,"$1,13,873 ",11% ,Brazil,Rio de Janerio,,,
E03680,ELIAS ALVARADO,Sr. Manger,IT,Manufacturing,Male,Latino,56,09-01-2012,"$1,46,140 ",10% ,Brazil,Manaus,,,
E03681,LYLA CHEN,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,45,26-04-2019,"$90,870 ",0% ,United States,Chicago,,,
E03683,RAELYNN HONG,Director,Marketing,Speciality Products,Female,Asian,28,11-12-2019,"$1,82,321 ",28% ,China,Beijing,,,
E03685,SILAS HUNTER,Solutions Architect,IT,Corporate,Male,Black,55,04-05-1998,"$62,174 ",0% ,United States,Chicago,,,
E03689,WESLEY GRAY,Sr. Analyst,Accounting,Speciality Products,Male,Caucasian,62,22-04-2003,"$76,906 ",0% ,United States,Seattle,,,
E03691,COLTON GARCIA,Solutions Architect,IT,Speciality Products,Male,Latino,55,17-11-1993,"$80,170 ",0% ,United States,Miami,,,
E03694,ELENA PATTERSON,Vice President,Finance,Speciality Products,Female,Black,38,09-11-2018,"$2,23,805 ",36% ,United States,Chicago,,,
E03697,ISAAC WOODS,Manager,Sales,Corporate,Male,Caucasian,28,08-01-2021,"$1,08,826 ",10% ,United States,Miami,,,
E03717,JOSEPH RUIZ,Field Engineer,Engineering,Manufacturing,Male,Latino,45,26-02-2002,"$75,819 ",0% ,Brazil,Sao Paulo,,,
E03718,ZOE ZHOU,Manager,Finance,Corporate,Female,Asian,61,06-10-2009,"$1,03,096 ",7% ,China,Beijing,,,
E03719,JACK BROWN,Analyst,Marketing,Corporate,Male,Caucasian,55,07-12-2004,"$40,752 ",0% ,United States,Phoenix,,,
E03720,DOMINIC CLARK,Quality Engineer,Engineering,Research & Development,Male,Caucasian,52,17-10-2012,"$71,476 ",0% ,United States,Phoenix,,,
E03737,KENNEDY RAHMAN,Vice President,Human Resources,Manufacturing,Female,Asian,49,28-02-2003,"$2,11,291 ",37% ,China,Chongqing,,,
E03749,KENNEDY FOSTER,Manager,Marketing,Speciality Products,Female,Caucasian,53,23-11-2013,"$1,13,135 ",5% ,United States,Austin,,,
E03750,ELIAS DANG,Director,Engineering,Speciality Products,Male,Asian,64,29-08-1995,"$1,58,787 ",18% ,China,Chengdu,,,
E03758,LIAM ZHANG,Director,Marketing,Research & Development,Male,Asian,29,15-09-2021,"$1,99,783 ",21% ,United States,Chicago,10-04-2022,,
E03774,HANNAH MEJIA,Vice President,Marketing,Corporate,Female,Latino,47,13-03-1999,"$2,39,394 ",32% ,United States,Austin,,,
E03778,LUKE VU,Sr. Manger,Marketing,Speciality Products,Male,Asian,52,04-06-2018,"$1,54,884 ",10% ,China,Shanghai,,,
E03795,HAZEL YOUNG,Sr. Manger,Sales,Speciality Products,Female,Black,30,13-08-2017,"$1,54,624 ",15% ,United States,Austin,,,
E03799,NATALIE HWANG,Sr. Analyst,Finance,Speciality Products,Female,Asian,63,31-12-1999,"$89,523 ",0% ,United States,Phoenix,,,
E03802,THOMAS VAZQUEZ,Director,Engineering,Corporate,Male,Latino,46,19-07-2014,"$1,73,629 ",21% ,Brazil,Sao Paulo,,,
E03805,AUTUMN GONZALES,Analyst II,Sales,Corporate,Female,Latino,34,06-06-2012,"$72,126 ",0% ,Brazil,Manaus,,,
E03807,KENNEDY DO,Computer Systems Manager,IT,Manufacturing,Female,Asian,42,15-10-2005,"$67,398 ",7% ,United States,Phoenix,,,
E03816,LEILANI CHOW,Director,Human Resources,Corporate,Female,Asian,27,23-02-2021,"$1,99,041 ",16% ,China,Beijing,,,
E03824,PENELOPE COLEMAN,Analyst,Finance,Corporate,Female,Black,,27-08-2021,"$48,906 ",0% ,United States,Miami,,,
E03830,EVA COLEMAN,Director,IT,Research & Development,Female,Black,37,20-09-2009,"$1,67,199 ",20% ,United States,Seattle,,,
E03834,ANTHONY CARTER,Director,Engineering,Speciality Products,Male,Caucasian,41,15-03-2007,"$1,55,926 ",24% ,United States,Columbus,30-05-2008,,
E03838,MADELINE WALKER,Sr. Analyst,Finance,Speciality Products,Female,Caucasian,34,13-06-2018,"$77,203 ",0% ,United States,Chicago,,,
E03849,EVELYN JUNG,Analyst,Sales,Research & Development,Female,Asian,30,14-02-2021,"$48,340 ",0% ,China,Beijing,,,
E03854,CAMILA LI,Sr. Manger,IT,Research & Development,Female,Asian,60,24-07-2010,"$1,26,911 ",10% ,China,Shanghai,,,
E03858,JOHN CHO,Director,Human Resources,Speciality Products,Male,Asian,47,03-11-2019,"$1,95,385 ",21% ,China,Chengdu,,,
E03863,MADELINE WATSON,Account Representative,Sales,Research & Development,Female,Black,40,27-05-2009,"$62,411 ",0% ,United States,Miami,14-08-2021,,
E03864,ELLA HUNTER,Analyst,Finance,Manufacturing,Female,Caucasian,51,18-01-2017,"$53,799 ",0% ,United States,Columbus,,,
E03866,JORDAN ZHU,Sr. Manger,Marketing,Manufacturing,Male,Asian,32,29-01-2017,"$1,43,970 ",12% ,United States,Seattle,09-12-2017,,
E03870,MADELINE ALLEN,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,30,03-02-2020,"$94,652 ",0% ,United States,Seattle,,,
E03875,AURORA SIMMONS,Development Engineer,Engineering,Corporate,Female,Caucasian,51,22-12-1995,"$96,475 ",0% ,United States,Austin,,,
E03880,SAMANTHA WOODS,Analyst,Accounting,Speciality Products,Female,Caucasian,56,25-12-2019,"$54,829 ",0% ,United States,Phoenix,,,
E03881,ANDREW REED,System Administrator ,IT,Corporate,Male,Black,28,17-06-2019,"$65,341 ",0% ,United States,Miami,11-04-2022,,
E03889,CALEB FLORES,Manager,Human Resources,Manufacturing,Male,Latino,34,13-08-2013,"$1,13,909 ",6% ,Brazil,Rio de Janerio,,,
E03890,NEVAEH JONES,Vice President,Sales,Manufacturing,Female,Caucasian,31,20-08-2020,"$2,19,693 ",30% ,United States,Austin,,,
E03893,ALICE XIONG,Vice President,Engineering,Manufacturing,Female,Asian,55,02-09-2018,"$2,21,465 ",34% ,China,Chengdu,,,
E03894,CHARLOTTE CHANG,Manager,Sales,Research & Development,Female,Asian,50,07-05-2000,"$1,06,428 ",7% ,United States,Chicago,,,
E03901,LUCA TRUONG,Director,Marketing,Corporate,Male,Asian,45,11-12-2004,"$1,68,846 ",24% ,China,Chongqing,,,
E03902,MADISON HUNTER,Network Administrator,IT,Corporate,Female,Caucasian,40,05-02-2012,"$61,523 ",0% ,United States,Columbus,,,
E03904,HUNTER ORTIZ,Sr. Analyst,Finance,Corporate,Male,Latino,46,20-01-2013,"$86,061 ",0% ,Brazil,Rio de Janerio,,,
E03906,PIPER RICHARDSON,Sr. Analyst,Sales,Corporate,Female,Caucasian,38,27-01-2008,"$80,024 ",0% ,United States,Columbus,,,
E03907,CAMILA WATSON,Vice President,Finance,Speciality Products,Female,Caucasian,32,02-01-2018,"$1,90,253 ",33% ,United States,Austin,,,
E03908,MILES EVANS,Network Architect,IT,Manufacturing,Male,Caucasian,54,24-10-1994,"$87,216 ",0% ,United States,Miami,,,
E03910,NOVA HSU,Manager,Human Resources,Speciality Products,Female,Asian,32,03-01-2017,"$1,01,870 ",10% ,United States,Phoenix,,,
E03912,CARTER TURNER,Sr. Analyst,Marketing,Corporate,Male,Caucasian,33,17-11-2015,"$91,632 ",0% ,United States,Phoenix,,,
E03919,GRAYSON CHAN,Engineering Manager,Engineering,Speciality Products,Male,Asian,46,20-10-2011,"$1,14,250 ",14% ,China,Chengdu,,,
E03928,MILES DANG,IT Coordinator,IT,Speciality Products,Male,Asian,61,24-09-2000,"$40,063 ",0% ,United States,Miami,,,
E03935,CORA JIANG,Vice President,IT,Corporate,Female,Asian,53,30-04-2008,"$1,82,202 ",30% ,United States,Austin,,,
E03941,ISLA HAN,Technical Architect,IT,Manufacturing,Female,Asian,58,18-06-2005,"$86,089 ",0% ,United States,Chicago,,,
E03947,LOGAN SOTO,Vice President,Finance,Research & Development,Male,Latino,36,18-08-2018,"$2,23,404 ",32% ,United States,Columbus,,,
E03956,EVERLY WALKER,Sr. Manger,Sales,Research & Development,Female,Caucasian,62,02-08-1999,"$1,37,995 ",14% ,United States,Austin,,,
E03968,JOSHUA CHIN,Sr. Manger,Marketing,Manufacturing,Male,Asian,60,26-07-2021,"$1,21,480 ",14% ,United States,Phoenix,,,
E03971,LILLIAN CHEN,Sr. Manger,Marketing,Research & Development,Female,Asian,25,09-04-2020,"$1,57,057 ",10% ,United States,Columbus,,,
E03972,JORDAN GOMEZ,Sr. Analyst,Accounting,Research & Development,Male,Latino,58,15-09-1994,"$98,769 ",0% ,Brazil,Rio de Janerio,03-10-2016,,
E03980,LYDIA HUYNH,Account Representative,Sales,Speciality Products,Female,Asian,45,16-08-2000,"$60,113 ",0% ,United States,Chicago,,,
E03981,ELIANA LI,Test Engineer,Engineering,Research & Development,Female,Asian,63,07-05-2018,"$67,987 ",0% ,United States,Miami,,,
E03984,HAILEY FOSTER,Controls Engineer,Engineering,Manufacturing,Female,Black,55,21-03-2021,"$95,562 ",0% ,United States,Chicago,,,
E03988,DOMINIC THOMAS,Analyst II,Marketing,Manufacturing,Male,Caucasian,48,28-09-2005,"$74,655 ",0% ,United States,Austin,,,
E03994,HENRY JUNG,Automation Engineer,Engineering,Manufacturing,Male,Asian,57,26-02-2018,"$1,03,183 ",0% ,United States,Austin,09-07-2021,,
E04000,SKYLAR CARRILLO,Engineering Manager,Engineering,Corporate,Female,Latino,44,18-12-2008,"$92,753 ",13% ,United States,Austin,24-06-2021,,
E04004,EVERLEIGH SHAH,Test Engineer,Engineering,Research & Development,Female,Asian,36,14-12-2018,"$96,757 ",0% ,United States,Columbus,,,
E04005,LINCOLN WONG,Sr. Analyst,Finance,Corporate,Male,Asian,49,07-06-2019,"$80,700 ",0% ,United States,Columbus,,,
E04018,EMERY FORD,Analyst II,Marketing,Corporate,Female,Caucasian,39,18-04-2017,"$58,745 ",0% ,United States,Austin,,,
E04029,JAYDEN JIMENEZ,Manager,Human Resources,Corporate,Male,Latino,46,24-09-2011,"$1,02,167 ",6% ,Brazil,Rio de Janerio,,,
E04032,EMERY ZHANG,Field Engineer,Engineering,Corporate,Female,Asian,45,28-02-2012,"$89,659 ",0% ,China,Beijing,,,
E04035,PENELOPE JOHNSON,Sr. Analyst,Marketing,Research & Development,Female,Caucasian,34,25-06-2012,"$83,066 ",0% ,United States,Chicago,05-06-2013,,
E04037,ROMAN MARTINEZ,Sr. Manger,Finance,Research & Development,Male,Latino,31,19-09-2015,"$1,45,846 ",15% ,Brazil,Manaus,,,
E04041,CLARA HUYNH,IT Coordinator,IT,Speciality Products,Female,Asian,39,18-11-2020,"$48,415 ",0% ,China,Shanghai,,,
E04048,JULIAN LEE,IT Systems Architect,IT,Corporate,Male,Asian,51,17-01-2003,"$91,399 ",0% ,United States,Seattle,,,
E04072,EMERY MITCHELL,Vice President,Finance,Manufacturing,Female,Caucasian,48,02-06-2018,"$2,31,567 ",36% ,United States,Seattle,,,
E04079,CHRISTOPHER BUTLER,Network Architect,IT,Manufacturing,Male,Caucasian,41,05-10-2017,"$67,468 ",0% ,United States,Miami,,,
E04087,ADAM KAUR,Manager,IT,Corporate,Male,Asian,60,29-01-2000,"$1,09,059 ",7% ,China,Chengdu,,,
E04088,EZRA LIANG,Vice President,Finance,Research & Development,Male,Asian,52,26-05-1997,"$2,16,999 ",37% ,United States,Miami,,,
E04089,SEBASTIAN FONG,Sr. Manger,IT,Manufacturing,Male,Asian,46,16-12-2017,"$1,36,716 ",12% ,United States,Austin,,,
E04095,SADIE PATTERSON,Sr. Analyst,Accounting,Speciality Products,Female,Caucasian,38,24-07-2020,"$89,390 ",0% ,United States,Seattle,,,
E04101,OLIVIA HARRIS,Director,Sales,Speciality Products,Female,Caucasian,63,14-06-2020,"$1,81,216 ",27% ,United States,Columbus,,,
E04103,ISABELLA SOTO,Vice President,Finance,Corporate,Female,Latino,27,15-12-2021,"$2,55,369 ",33% ,Brazil,Sao Paulo,,,
E04105,     THEODORE DINH,,,Manufacturing,Male,Asian,60,29-11-1997,"$99,975 ",0% ,China,Chongqing,,,
E04108,JADE FIGUEROA,Sr. Analyst,Sales,Manufacturing,Female,Latino,33,14-05-2012,"$88,343 ",0% ,Brazil,Rio de Janerio,,,
E04109,LEAH BRYANT,IT Coordinator,IT,Manufacturing,Female,Caucasian,55,30-04-2004,"$40,124 ",0% ,United States,Austin,,,
E04112,AXEL CHU,Systems Analyst,IT,Research & Development,Male,Asian,43,04-05-2018,"$59,888 ",0% ,China,Beijing,,,
E04114,CHRISTOPHER LIM,Director,IT,Research & Development,Male,Asian,55,13-03-2007,"$1,84,648 ",24% ,China,Shanghai,,,
E04116,DAVID BARNES,Director,IT,Corporate,Male,Caucasian,64,03-11-2013,"$1,86,503 ",24% ,United States,Columbus,,,
E04123,ANDREW HOLMES,Vice President,IT,Speciality Products,Male,Black,59,30-12-2010,"$2,46,619 ",36% ,United States,Miami,,,
E04126,DOMINIC BAKER,Sr. Analyst,Accounting,Manufacturing,Male,Black,51,09-10-2020,"$91,853 ",0% ,United States,Chicago,,,
E04127,EMERY ACOSTA,Vice President,Sales,Research & Development,Female,Latino,42,11-09-2013,"$1,81,452 ",30% ,United States,Columbus,,,
E04128,JACOB DOAN,Analyst II,Sales,Speciality Products,Male,Asian,55,02-08-2021,"$67,130 ",0% ,United States,Miami,,,
E04130,ELIAS FIGUEROA,Sr. Manger,Finance,Corporate,Male,Latino,45,24-12-2021,"$1,44,754 ",15% ,United States,Phoenix,,,
E04131,CORA RIVERA,Sr. Analyst,Marketing,Corporate,Female,Latino,42,02-01-2021,"$94,430 ",0% ,United States,Seattle,,,
